ObjectID,AphiaID,RACEcode,FRAMcode,SWFSCcode,Kingdom,Phylum,Subphylum,Class,Subclass,Order,Family,Genus,Species,AUV_OTU,common_name,common_name_authority,AUV_nickname,morpho_type_descriptor,also_called_historically_3,12RB_button,Group1,Group2,Activation_date,Deactivation_date
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,splitnose/aurora,,,,
,,30280,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,hopkinsi,,,,,,,squarespot RF,,,,
,,30160,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,constellatus,,,,,,,starry RF,,,,
,,30490,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,saxicola,,,,,,,stripetail RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,ensifer,,,,,,,swordspine RF,,,,
,,30010,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastolobus,,,,,,,,thornyhead UNID,,,,
,,30380,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,nigrocinctus,,,,,,,tiger RF,,,,
,,30525,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,serriceps,,,,,,,treefish,,,,
,,30350,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,miniatus,,,,,,,vermilion RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,vermilion/canary,,,,
,,30220,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,entomelas,,,,,,,widow RF,,,,
,,30470,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,ruberrimus,,,,,,,yelloweye RF,,,,
,,30240,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,flavidus,,,,,,,yellowtail RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,Chilipepper/shortbelly,,,,,
,,30051,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,aleutianus,,,,,,rougheye RF,,,,,
,,31501,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Scorpaena,guttata,,,,,,California scorpionfish,,,,,
,,10001,,,Animalia,,,,,Pleuronectiformes,,,,,,,,,,FLATFISH UNID,,,,
,,10110,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias,,,,,,,arrowtooth flounder,,,,
,,10041,,,Animalia,,,,,Pleuronectiformes,Bothidae,Hippoglossina,californicus,,,,,,,bigmouth sole,,,,
,,10270,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Isopsetta,isolepis,,,,,,,butter sole,,,,
,,10280,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Pleuronichthys,decurrens,,,,,,,curlfin sole,,,,
,,10190,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Embassichthys,bathybius,,,,,,,deepsea sole,,,,
,,10180,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus,,,,,,,Dover sole,,,,
,,10170,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,,,,,,English sole,,,,
,,10130,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Hippoglossoides,elassodon,,,,,,,flathead sole,,,,
,,10281,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Pleuronichthys,verticalis,,,,,,,hornyhead turbot,,,,
,,10120,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,,,,,,,Pacific halibut,,,,
,,10010,,,Animalia,,,,,Pleuronectiformes,Bothidae,Citharichthys,sordidus,,,,,,,Pacific sanddab,,,,
,,10160,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Eopsetta,jordani,,,,,,,petrale sole,,,,
,,,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,,,,,,,,,PETRALE/FLATHEAD,,,,
,,10200,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus,,,,,,,rex sole,,,,
,,10008,,,Animalia,,,,,Pleuronectiformes,Bothidae,Citharichthys,,,,,,,,sanddab UNID,,,,
,,10250,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Psettichthys,melanostictus,,,,,,,sand sole,,,,
,,10150,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Lyopsetta,exilis,,,,,,,slender sole,,,,
,,10262,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata,,,,,,,southern rock sole,,,,
,,10020,,,Animalia,,,,,Pleuronectiformes,Bothidae,Citharichthys,stigmaeus,,,,,,,speckled sanddab,,,,
,,10220,,,Animalia,,,,,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,,starry flounder,,,,,,,,,
,,400,,,Animalia,,,,,,Rajidae,,,,,,,,,SKATE UNID,,,,
,,401,,,Animalia,,,,,,Rajidae,,,,,,,,,skate Egg Case,,,,
,,420,,,Animalia,,,,,,Rajidae,Beringraja,binoculata,,,,,,,big skate,,,,
,,425,,,Animalia,,,,,,Rajidae,Raja,inornata,,,,,,,CA skate,,,,
,,610,,,Animalia,,,,,,,Torpedo,californica,,,,,,,CA torpedo ray,,,,
,,440,,,Animalia,,,,,,Rajidae,Raja,rhina,,,,,,,longnose skate,,,,
,,460,,,Animalia,,,,,,Rajidae,Bathyraja,trachura,,,,,,,roughtail skate,,,,
,,,,,Animalia,,,,,,Rajidae,Bathyraja,kincaidii,,,,,,,sandpaper skate,,,,
,,450,,,Animalia,,,,,,Rajidae,Raja,stellulata,,,,,,,starry skate,,,,
,,150,,,Animalia,,,,,,,,,,,,,,,shark UNID,,,,
,,210,,,Animalia,,,,,,Scyliorhinidae,Apristurus,brunneus,,,,,,,brown catshark,,,,
,,211,,,Animalia,,,,,,Scyliorhinidae,Parmaturus,xaniurus,,,,,,,filetail catshark,,,,
,,200,,,Animalia,,,,,,Scyliorhinidae,,,,,,,,,catshark UNID,,,,
,,310,,,Animalia,,,,,,,Squalus,suckleyi,,,,,,,spiny dogfish,,,,
,,320,,,Animalia,,,,,,,Somniosus,pacificus,,,,,,,Pacific sleeper shark,,,,
,,222,,,Animalia,,,,,,,Hexanchus,griseus,,,,,,,sixgill shark,,,,
,,710,,,Animalia,,,,,,,Hydrolagus,colliei,,,,,,,spotted ratfish,,,,
,,160,,,Animalia,,,,,,,,,,,,,,,elasmobranch egg case,,,,
,,3,,,Animalia,,,Osteichthys,,,,,,,,,,,,FISH UNID,,,,
,,21300,,,Animalia,,,Osteichthys,,,Cottidae,,,,,,,,,sculpin UNID,,,,
,,,,,Animalia,,,Osteichthys,,,,,,,,,,,,poacher/cottid,,,,
,,21310,,,Animalia,,,Osteichthys,,,Cottidae,Icelinus,filamentosus,,,,,,,threadfin sculpin,,,,
,,,,,Animalia,,,Osteichthys,,,Gobiidae,Rhinogobiops,nicholsii,,,,,,,blackeye goby,,,,
,,,,,Animalia,,,Osteichthys,,,,Zaniolepis,,,,,,,,combfish UNID,,,,
,,20000,,,Animalia,,,Osteichthys,,,Agonidae,,,,,,,,,poacher UNID,,,,
,,22200,,,Animalia,,,Osteichthys,,,Liparidae,,,,,,,,,snailfish UNID,,,,
,,22220,,,Animalia,,,Osteichthys,,,Liparidae,Careproctus,melanurus,,,,,,,blacktail snailfish,,,,
,,24100,,,Animalia,,,Osteichthys,,,Zoarcidae,,,,,,,,,eelpout UNID,,,,
,,24140,,,Animalia,,,Osteichthys,,,Zoarcidae,Lycodes,cortezianus,,,,,,,bigfin eelpout,,,,
,,24200,,,Animalia,,,Osteichthys,,,Zoarcidae,Lycodes,pacificus,,,,,,,blackbelly eelpout,,,,
,,24190,,,Animalia,,,Osteichthys,,,Zoarcidae,Lycodes,diapterus,,,,,,,black eelpout,,,,
,,,,,Animalia,,,Osteichthys,,,Zoarcidae,,,,,,,,,deepwater eelpout UNID,,,,
,,24130,,,Animalia,,,Osteichthys,,,Zoarcidae,Lycenchelys,crotalinus,,,,,,,snakehead eelpout,,,,
,,20900,,,Animalia,,,Osteichthys,,,Ophidiidae,,,,,,,,,cuskeel UNID,,,,
,,21200,,,Animalia,,,Osteichthys,,,Macrouridae,,,,,,,,,grenadier UNID,,,,
,,21230,,,Animalia,,,Osteichthys,,,Macrouridae,Coryphaenoides,pectoralis,,,,,,,giant grenadier,,,,
,,21220,,,Animalia,,,Osteichthys,,,Macrouridae,Coryphaenoides,acrolepis,,,,,,,Pacific grenadier,,,,
,,21731,,,Animalia,,,Osteichthys,,,Moridae,Antimora,microlepis,,,,,,,Pacific flatnose,,,,
,,21935,,,Animalia,,,Osteichthys,,,Hexagrammidae,Hexagrammus,decagrammus,,,,,,,kelp greenling,,,,
,,21915,,,Animalia,,,Osteichthys,,,Hexagrammidae,Oxylebius,pictus,,,,,,,painted greenling,,,,
,,21910,,,Animalia,,,Osteichthys,,,Hexagrammidae,Ophiodon,elongatus,,,,,,,lingcod,,,,
,,100,,,Animalia,,,Osteichthys,,,Myxinidae,,,,,,,,,hagfish unident,,,,
,,22502,,,Animalia,,,Osteichthys,,,,Merluccius,productus,,,,,,,Pacific hake,,,,
,,20510,,,Animalia,,,Osteichthys,,,,Anoplopoma,fimbria,,,,,,,sablefish,,,,
,,20100,,,Animalia,,,Osteichthys,,,Alepocephalidae,,,,,,,,,slickhead UNID,,,,
,,20614,,,Animalia,,,Osteichthys,,,Bathylagidae,,,,,,,,,Bathylagidae,,,,
,,20700,,,Animalia,,,Osteichthys,,,Bathymasteridae,,,,,,,,,ronquil UNID,,,,
,,20320,,,Animalia,,,Osteichthys,,,,Anarrhichthys,ocellatus,,,,,,,wolf-eel,,,,
,,,,,Animalia,,,Osteichthys,,,,,,,,,,,,fish Species A.,,,,
,,,,,Animalia,,,Osteichthys,,,,,,,,,,,,fish Species B.,,,,
,,21201,,,Animalia,,,Osteichthys,,,,Nezumia,stegidolepis,,California Grenadier,,,,,,,,,
,,20801,,,Animalia,,,Osteichthys,,,,Porichthys,notatus,,plainfin midshipman,,,,,,,,,
,,21522,,,,,,,,,,Zalembius,rosaceus,,pink surf perch,,,,,,,,,
,,21847,,,,,,,,,Stomiidae,,,,dragonfish,,,,,,,,,
,,24110,,,,,,,,,Zoarcidae,Bothrocara,brunneum,,twoline eelpout,,,,,,,,,
,,27051,,,,,,,,,Synodontidae,Synodus,lucioceps,,California lizardfish,,,,,,,,,
